customer_age,job_type,housing_loan,personal_loan,education,balance
26.0,admin.,yes,no,secondary,1431.0
41.0,admin.,yes,no,primary,186.0
58.0,management,yes,no,secondary,279.0
55.0,management,no,no,tertiary,72.0
36.0,admin.,yes,no,secondary,-138.0
24.0,student,no,no,secondary,1167.0
48.0,technician,yes,yes,secondary,-550.0
31.0,blue-collar,no,no,tertiary,1168.0
47.0,housemaid,no,no,secondary,38.0
33.0,self-employed,no,no,tertiary,86.0
39.0,management,yes,no,tertiary,3.0
48.0,management,yes,no,tertiary,108.0
41.0,blue-collar,yes,no,primary,3.0
39.0,blue-collar,no,no,primary,364.0
39.0,management,yes,no,tertiary,-2.0
30.0,management,no,no,secondary,1475.0
39.0,management,yes,yes,tertiary,1189.0
34.0,blue-collar,no,no,secondary,319.0
47.0,retired,yes,yes,tertiary,0.0
44.0,services,yes,no,secondary,469.0
30.0,student,no,no,secondary,1539.0
29.0,self-employed,yes,no,tertiary,3929.0
46.0,blue-collar,yes,no,primary,1116.0
51.0,technician,no,no,secondary,-563.0
42.0,blue-collar,no,no,primary,3547.0
36.0,self-employed,yes,no,secondary,212.0
25.0,services,yes,yes,secondary,866.0
32.0,blue-collar,no,no,secondary,329.0
58.0,technician,no,no,tertiary,2935.0
53.0,retired,no,no,primary,3979.0
49.0,admin.,yes,no,secondary,3604.0
28.0,admin.,yes,no,secondary,41.0
28.0,admin.,yes,no,secondary,872.0
30.0,housemaid,no,no,tertiary,16.0
29.0,management,yes,no,tertiary,1826.0
32.0,services,no,no,tertiary,460.0
35.0,blue-collar,yes,yes,secondary,53.0
32.0,self-employed,no,no,secondary,1810.0
42.0,entrepreneur,yes,no,secondary,-2.0
28.0,technician,yes,no,tertiary,827.0
37.0,entrepreneur,yes,no,tertiary,6.0
25.0,unemployed,no,no,secondary,451.0
30.0,services,yes,no,secondary,888.0
71.0,retired,no,no,secondary,2853.0
53.0,admin.,no,yes,secondary,-1601.0
29.0,technician,yes,yes,secondary,1207.0
42.0,blue-collar,yes,no,primary,1903.0
31.0,blue-collar,yes,no,secondary,491.0
21.0,student,no,no,secondary,478.0
50.0,admin.,no,no,secondary,180.0
26.0,admin.,yes,yes,secondary,129.0
35.0,blue-collar,yes,no,primary,101.0
57.0,admin.,no,no,secondary,12976.0
75.0,retired,no,no,primary,2219.0
36.0,technician,no,no,secondary,179.0
32.0,self-employed,no,yes,tertiary,261.0
33.0,unemployed,yes,no,secondary,531.0
28.0,student,no,yes,secondary,1.0
42.0,blue-collar,no,no,secondary,151.0
32.0,admin.,yes,no,secondary,1161.0
27.0,blue-collar,yes,no,secondary,-163.0
39.0,blue-collar,yes,no,unknown,893.0
37.0,admin.,yes,no,secondary,673.0
45.0,self-employed,yes,no,tertiary,-83.0
28.0,admin.,yes,no,secondary,3945.0
42.0,technician,yes,yes,secondary,550.0
37.0,management,yes,no,tertiary,218.0
49.0,self-employed,no,no,tertiary,5245.0
49.0,management,no,no,tertiary,1987.0
48.0,entrepreneur,yes,no,tertiary,1.0
34.0,housemaid,yes,no,primary,166.0
47.0,blue-collar,yes,no,secondary,1144.0
38.0,blue-collar,yes,no,secondary,1444.0
35.0,blue-collar,yes,no,secondary,954.0
25.0,services,yes,no,secondary,5.0
27.0,services,yes,no,secondary,1217.0
32.0,management,no,no,tertiary,578.0
32.0,blue-collar,yes,no,secondary,356.0
37.0,technician,yes,yes,tertiary,2.0
37.0,services,yes,no,secondary,374.0
44.0,blue-collar,yes,no,primary,861.0
52.0,admin.,no,no,secondary,-4.0
25.0,services,yes,yes,secondary,52.0
43.0,management,no,yes,tertiary,760.0
33.0,blue-collar,yes,yes,secondary,1144.0
31.0,admin.,yes,no,secondary,2298.0
29.0,blue-collar,no,no,secondary,-307.0
60.0,management,no,no,tertiary,14918.0
34.0,management,no,no,tertiary,638.0
49.0,admin.,no,yes,secondary,24.0
36.0,services,no,yes,secondary,-38.0
35.0,admin.,no,no,tertiary,879.0
56.0,retired,no,no,secondary,13829.0
29.0,admin.,no,no,secondary,121.0
21.0,blue-collar,yes,no,secondary,1070.0
54.0,blue-collar,no,yes,primary,2441.0
31.0,student,no,no,secondary,4.0
37.0,management,yes,no,tertiary,1.0
39.0,blue-collar,yes,yes,secondary,1729.0
39.0,management,no,no,tertiary,53.0
31.0,management,yes,no,tertiary,616.0
37.0,technician,no,no,tertiary,2522.0
60.0,management,yes,yes,secondary,673.0
57.0,unknown,no,no,unknown,1538.0
27.0,management,yes,no,tertiary,3.0
36.0,blue-collar,yes,no,primary,194.0
32.0,blue-collar,yes,no,primary,295.0
23.0,admin.,no,no,secondary,336.0
37.0,blue-collar,yes,no,primary,907.0
21.0,technician,no,no,secondary,1233.0
36.0,blue-collar,yes,no,primary,194.0
31.0,management,no,no,tertiary,302.0
54.0,admin.,no,no,secondary,2.0
55.0,blue-collar,no,no,primary,2579.0
58.0,housemaid,no,no,secondary,-3.0
29.0,blue-collar,no,no,secondary,6895.0
43.0,management,no,no,tertiary,1629.0
35.0,technician,no,no,secondary,0.0
45.0,technician,no,no,secondary,307.0
36.0,self-employed,yes,yes,secondary,185.0
53.0,admin.,yes,no,secondary,725.0
49.0,technician,no,no,tertiary,371.0
52.0,unknown,no,no,unknown,13.0
29.0,student,yes,no,secondary,1380.0
42.0,housemaid,yes,no,secondary,808.0
40.0,entrepreneur,no,no,tertiary,372.0
30.0,blue-collar,yes,no,secondary,675.0
32.0,services,no,no,secondary,2617.0
33.0,management,yes,yes,tertiary,-5.0
38.0,services,yes,yes,secondary,1694.0
43.0,blue-collar,yes,no,unknown,86.0
27.0,technician,yes,no,secondary,141.0
27.0,management,no,yes,secondary,1921.0
30.0,technician,no,no,secondary,-3.0
38.0,admin.,no,yes,secondary,-5.0
41.0,management,yes,no,secondary,-1748.0
23.0,student,yes,no,secondary,369.0
48.0,admin.,no,yes,secondary,81.0
48.0,management,yes,no,secondary,1595.0
47.0,management,no,no,unknown,972.0
31.0,management,yes,yes,tertiary,1728.0
35.0,management,no,no,tertiary,656.0
24.0,admin.,yes,no,tertiary,1104.0
30.0,services,yes,yes,secondary,2424.0
32.0,admin.,no,no,secondary,255.0
45.0,blue-collar,yes,yes,secondary,1049.0
37.0,admin.,yes,yes,secondary,130.0
30.0,management,no,no,tertiary,146.0
30.0,admin.,no,no,tertiary,8870.0
38.0,admin.,no,no,tertiary,4710.0
33.0,management,yes,no,tertiary,2299.0
34.0,admin.,no,no,secondary,753.0
45.0,management,yes,no,tertiary,13854.0
44.0,services,yes,no,tertiary,519.0
43.0,blue-collar,no,no,primary,-212.0
32.0,management,no,no,tertiary,95.0
40.0,blue-collar,no,no,tertiary,1735.0
45.0,blue-collar,no,no,secondary,3169.0
34.0,housemaid,no,no,tertiary,3835.0
48.0,services,no,no,secondary,219.0
40.0,blue-collar,no,no,secondary,166.0
52.0,services,no,yes,secondary,3.0
31.0,technician,no,no,secondary,7568.0
32.0,management,no,no,tertiary,57.0
41.0,services,no,no,secondary,888.0
41.0,technician,no,yes,secondary,-313.0
43.0,technician,yes,no,secondary,982.0
31.0,admin.,yes,no,secondary,298.0
46.0,admin.,yes,no,secondary,4955.0
31.0,management,yes,yes,tertiary,4717.0
26.0,admin.,yes,yes,secondary,346.0
45.0,management,no,no,unknown,7702.0
24.0,entrepreneur,no,no,tertiary,-21.0
52.0,blue-collar,yes,no,primary,315.0
26.0,management,no,no,tertiary,3178.0
56.0,blue-collar,no,no,primary,216.0
31.0,unemployed,no,no,tertiary,299.0
46.0,entrepreneur,yes,no,tertiary,1243.0
33.0,services,no,yes,secondary,2253.0
48.0,blue-collar,no,no,primary,2903.0
33.0,blue-collar,yes,yes,secondary,149.0
49.0,services,no,no,unknown,1786.0
75.0,management,no,no,tertiary,4517.0
49.0,technician,no,no,secondary,225.0
38.0,services,no,no,tertiary,1190.0
43.0,technician,yes,no,tertiary,10772.0
38.0,technician,no,no,secondary,43.0
48.0,housemaid,no,no,primary,101.0
30.0,blue-collar,yes,no,primary,716.0
28.0,student,no,no,tertiary,245.0
37.0,management,no,no,tertiary,-1.0
23.0,student,yes,no,secondary,159.0
23.0,technician,yes,no,secondary,2020.0
30.0,blue-collar,no,no,secondary,2381.0
35.0,management,yes,no,tertiary,7301.0
24.0,management,no,no,tertiary,-11.0
28.0,management,yes,no,tertiary,1529.0
28.0,technician,yes,no,secondary,588.0
31.0,admin.,yes,no,secondary,894.0
48.0,technician,yes,no,secondary,168.0
44.0,management,no,no,tertiary,153.0
48.0,services,yes,no,secondary,522.0
41.0,blue-collar,no,no,primary,744.0
34.0,management,yes,no,tertiary,24.0
34.0,management,no,no,tertiary,77.0
41.0,management,yes,no,tertiary,1732.0
35.0,blue-collar,yes,no,primary,-234.0
32.0,technician,no,no,tertiary,241.0
29.0,technician,no,no,secondary,196.0
40.0,blue-collar,yes,no,primary,489.0
40.0,services,yes,no,secondary,734.0
35.0,blue-collar,no,no,secondary,236.0
45.0,technician,no,no,secondary,2099.0
34.0,management,yes,yes,tertiary,70.0
34.0,blue-collar,yes,no,secondary,-38.0
43.0,management,yes,no,secondary,1059.0
41.0,technician,yes,no,secondary,162.0
36.0,management,yes,no,tertiary,237.0
52.0,management,no,no,secondary,421.0
43.0,technician,no,yes,secondary,360.0
60.0,admin.,yes,yes,secondary,4115.0
51.0,technician,yes,no,primary,244.0
48.0,blue-collar,yes,no,primary,3304.0
32.0,admin.,yes,yes,tertiary,1635.0
67.0,retired,no,no,secondary,2047.0
50.0,management,yes,no,tertiary,79.0
39.0,management,yes,no,tertiary,-241.0
40.0,blue-collar,yes,no,secondary,99.0
41.0,management,yes,no,tertiary,1646.0
41.0,self-employed,yes,no,tertiary,350.0
51.0,entrepreneur,yes,yes,primary,3339.0
50.0,management,no,no,tertiary,470.0
27.0,management,yes,yes,tertiary,50.0
59.0,management,no,no,tertiary,-71.0
32.0,blue-collar,yes,no,primary,147.0
45.0,blue-collar,yes,no,secondary,82.0
45.0,blue-collar,yes,yes,secondary,421.0
37.0,blue-collar,yes,no,primary,-4.0
33.0,housemaid,no,yes,secondary,232.0
31.0,unemployed,no,no,secondary,878.0
34.0,blue-collar,yes,no,secondary,2.0
40.0,student,no,no,unknown,722.0
30.0,unemployed,no,no,secondary,-34.0
37.0,technician,yes,no,secondary,1616.0
31.0,admin.,yes,no,secondary,368.0
30.0,technician,no,no,secondary,364.0
38.0,housemaid,yes,no,primary,223.0
37.0,management,yes,no,tertiary,516.0
49.0,entrepreneur,no,no,tertiary,9822.0
29.0,student,no,no,unknown,-4.0
25.0,student,no,no,secondary,214.0
36.0,management,no,no,tertiary,-3.0
32.0,admin.,no,no,secondary,3475.0
28.0,management,yes,no,tertiary,3966.0
44.0,admin.,yes,no,tertiary,184.0
31.0,management,yes,no,secondary,3939.0
85.0,retired,no,no,unknown,1931.0
45.0,management,yes,no,primary,1677.0
36.0,services,no,no,tertiary,4651.0
46.0,admin.,no,no,secondary,4.0
36.0,blue-collar,yes,no,secondary,5637.0
41.0,admin.,yes,no,secondary,-105.0
33.0,technician,yes,no,tertiary,2685.0
45.0,blue-collar,yes,no,primary,114.0
56.0,blue-collar,yes,no,primary,2651.0
35.0,blue-collar,yes,no,secondary,-56.0
34.0,technician,yes,no,secondary,3.0
41.0,blue-collar,yes,no,secondary,5519.0
62.0,retired,no,no,secondary,925.0
27.0,management,no,no,unknown,696.0
52.0,admin.,yes,no,secondary,-894.0
47.0,management,no,no,unknown,2470.0
46.0,admin.,yes,no,tertiary,2.0
30.0,management,no,no,secondary,1630.0
32.0,admin.,yes,no,tertiary,786.0
34.0,management,yes,no,tertiary,5142.0
48.0,admin.,yes,no,secondary,26.0
24.0,technician,yes,no,secondary,887.0
43.0,blue-collar,no,no,secondary,388.0
32.0,blue-collar,yes,no,secondary,812.0
39.0,management,yes,no,tertiary,151.0
49.0,retired,yes,no,primary,756.0
31.0,management,yes,no,secondary,682.0
37.0,blue-collar,yes,no,primary,466.0
58.0,management,no,no,tertiary,4060.0
67.0,retired,no,no,primary,2026.0
31.0,admin.,yes,no,secondary,60.0
32.0,services,yes,no,secondary,5938.0
52.0,blue-collar,yes,no,secondary,161.0
45.0,self-employed,no,no,tertiary,420.0
50.0,management,yes,no,secondary,5562.0
56.0,admin.,no,no,secondary,130.0
41.0,management,yes,no,tertiary,-2.0
34.0,management,yes,no,tertiary,1346.0
61.0,unknown,no,no,unknown,17294.0
50.0,services,yes,yes,secondary,397.0
43.0,admin.,yes,yes,secondary,-62.0
49.0,management,no,no,tertiary,93.0
26.0,services,yes,no,secondary,-2.0
27.0,unemployed,no,no,primary,132.0
33.0,services,yes,no,secondary,4958.0
46.0,blue-collar,yes,no,primary,1084.0
49.0,management,no,no,tertiary,4061.0
47.0,admin.,no,no,secondary,17958.0
48.0,admin.,no,no,secondary,-198.0
46.0,blue-collar,yes,no,primary,551.0
28.0,student,no,no,secondary,131.0
37.0,technician,no,no,secondary,431.0
49.0,services,no,yes,secondary,330.0
35.0,unemployed,yes,no,unknown,172.0
27.0,student,yes,no,tertiary,181.0
27.0,services,no,yes,secondary,383.0
35.0,management,yes,no,secondary,647.0
43.0,management,no,no,tertiary,739.0
29.0,admin.,yes,yes,secondary,575.0
46.0,admin.,yes,no,secondary,4829.0
61.0,blue-collar,no,yes,secondary,0.0
29.0,services,yes,no,secondary,3349.0
35.0,admin.,no,no,secondary,18.0
60.0,blue-collar,no,no,primary,1316.0
36.0,blue-collar,yes,no,primary,101.0
27.0,housemaid,no,no,tertiary,22.0
34.0,admin.,yes,no,secondary,4.0
28.0,services,yes,no,tertiary,3025.0
58.0,self-employed,no,no,tertiary,10860.0
54.0,retired,no,no,secondary,357.0
46.0,admin.,no,no,secondary,223.0
33.0,admin.,yes,no,unknown,2688.0
38.0,entrepreneur,yes,no,secondary,0.0
52.0,admin.,yes,no,secondary,-375.0
53.0,self-employed,no,no,secondary,3.0
47.0,blue-collar,yes,no,primary,-1.0
75.0,retired,no,no,tertiary,2995.0
51.0,management,no,no,tertiary,1536.0
28.0,management,no,no,tertiary,536.0
55.0,services,no,no,secondary,193.0
47.0,admin.,yes,no,secondary,1328.0
31.0,housemaid,yes,no,primary,4138.0
38.0,technician,yes,yes,secondary,-1.0
70.0,management,no,no,tertiary,839.0
45.0,blue-collar,yes,no,unknown,145.0
33.0,technician,yes,yes,secondary,150.0
56.0,technician,no,yes,secondary,209.0
48.0,admin.,no,no,secondary,25.0
53.0,management,no,no,tertiary,10064.0
44.0,management,yes,no,tertiary,2818.0
54.0,self-employed,no,no,secondary,2406.0
62.0,retired,yes,yes,secondary,2515.0
42.0,services,no,no,secondary,140.0
39.0,management,yes,no,secondary,518.0
23.0,blue-collar,yes,no,secondary,-442.0
49.0,management,yes,yes,tertiary,1060.0
55.0,blue-collar,no,no,secondary,668.0
59.0,management,yes,no,tertiary,2323.0
44.0,blue-collar,yes,no,secondary,-209.0
19.0,blue-collar,yes,no,primary,3199.0
21.0,management,yes,no,unknown,377.0
33.0,technician,no,no,tertiary,114.0
32.0,entrepreneur,no,yes,unknown,96.0
37.0,management,yes,no,tertiary,1749.0
51.0,technician,no,no,secondary,3372.0
43.0,blue-collar,yes,yes,secondary,1076.0
46.0,admin.,yes,yes,secondary,445.0
45.0,admin.,no,no,secondary,479.0
52.0,blue-collar,no,no,primary,-20.0
36.0,blue-collar,yes,no,secondary,107.0
43.0,technician,yes,no,secondary,1167.0
41.0,admin.,yes,no,secondary,-19.0
31.0,management,no,no,tertiary,809.0
48.0,management,yes,yes,secondary,-1855.0
34.0,unemployed,no,no,secondary,105.0
40.0,management,yes,no,tertiary,711.0
37.0,blue-collar,yes,no,secondary,2450.0
38.0,blue-collar,no,no,primary,119.0
48.0,management,yes,no,tertiary,329.0
29.0,management,no,no,tertiary,2.0
20.0,student,no,no,secondary,218.0
47.0,entrepreneur,no,no,tertiary,-5.0
43.0,technician,yes,yes,secondary,649.0
23.0,admin.,no,yes,secondary,4108.0
46.0,entrepreneur,no,yes,secondary,-876.0
33.0,management,no,no,tertiary,7551.0
27.0,unemployed,yes,no,secondary,89.0
44.0,admin.,yes,no,secondary,-137.0
37.0,blue-collar,yes,no,secondary,364.0
48.0,admin.,yes,no,primary,4456.0
29.0,admin.,yes,no,secondary,1.0
34.0,admin.,yes,no,secondary,1.0
36.0,management,no,no,tertiary,3.0
48.0,management,no,no,tertiary,488.0
58.0,blue-collar,yes,no,primary,76.0
24.0,student,no,no,secondary,924.0
41.0,technician,yes,yes,secondary,225.0
32.0,admin.,yes,no,secondary,-101.0
33.0,blue-collar,no,no,secondary,56.0
36.0,unemployed,yes,no,secondary,267.0
39.0,technician,no,no,tertiary,348.0
36.0,technician,yes,no,secondary,25.0
28.0,technician,yes,no,tertiary,-65.0
32.0,technician,yes,yes,secondary,2015.0
34.0,entrepreneur,yes,no,tertiary,1078.0
38.0,housemaid,yes,no,primary,253.0
32.0,management,no,no,tertiary,139.0
25.0,blue-collar,yes,yes,primary,107.0
40.0,management,no,no,secondary,8481.0
58.0,retired,no,no,secondary,14.0
52.0,unemployed,yes,no,tertiary,1510.0
49.0,technician,yes,yes,tertiary,-1458.0
44.0,management,yes,no,tertiary,147.0
53.0,blue-collar,yes,yes,primary,-136.0
43.0,management,no,no,tertiary,135.0
32.0,management,no,no,tertiary,298.0
33.0,services,no,no,secondary,-5.0
39.0,management,yes,no,secondary,1287.0
35.0,admin.,no,no,tertiary,33.0
44.0,management,yes,no,tertiary,-1.0
37.0,blue-collar,yes,no,primary,2818.0
49.0,technician,no,no,secondary,2237.0
54.0,technician,yes,yes,secondary,377.0
31.0,technician,no,no,tertiary,99.0
33.0,blue-collar,yes,yes,secondary,1926.0
26.0,admin.,no,no,secondary,-431.0
27.0,management,no,no,tertiary,1242.0
32.0,technician,no,no,secondary,170.0
40.0,blue-collar,yes,no,primary,188.0
33.0,blue-collar,yes,no,secondary,306.0
32.0,technician,no,no,secondary,28.0
37.0,services,no,no,tertiary,1191.0
29.0,student,no,no,secondary,803.0
42.0,blue-collar,yes,no,secondary,4.0
64.0,retired,no,no,tertiary,3379.0
55.0,services,yes,no,secondary,840.0
35.0,blue-collar,yes,no,primary,2669.0
57.0,retired,yes,no,secondary,3936.0
45.0,management,yes,no,tertiary,764.0
52.0,blue-collar,no,no,primary,2298.0
31.0,self-employed,no,no,tertiary,1574.0
32.0,entrepreneur,yes,no,secondary,1843.0
35.0,management,yes,yes,tertiary,653.0
28.0,admin.,yes,no,secondary,445.0
34.0,management,yes,no,tertiary,955.0
33.0,management,yes,no,tertiary,2666.0
30.0,technician,yes,no,secondary,55.0
47.0,admin.,no,no,secondary,-4.0
29.0,blue-collar,yes,no,secondary,-3.0
35.0,services,no,yes,tertiary,-105.0
30.0,management,yes,no,tertiary,62.0
39.0,services,yes,no,secondary,522.0
42.0,technician,yes,no,tertiary,901.0
36.0,management,no,no,tertiary,52.0
38.0,student,yes,no,secondary,3547.0
39.0,management,no,no,secondary,341.0
47.0,unemployed,no,no,secondary,13821.0
50.0,management,no,no,tertiary,1626.0
46.0,admin.,no,no,secondary,-316.0
43.0,management,yes,no,tertiary,69.0
61.0,blue-collar,no,no,primary,429.0
52.0,services,yes,yes,secondary,285.0
50.0,blue-collar,no,no,secondary,3815.0
52.0,technician,no,no,tertiary,116.0
47.0,entrepreneur,yes,yes,secondary,-4.0
39.0,admin.,yes,no,secondary,4248.0
42.0,technician,yes,no,secondary,-126.0
30.0,technician,yes,yes,tertiary,-486.0
32.0,services,yes,no,secondary,1804.0
34.0,admin.,yes,no,secondary,-204.0
45.0,blue-collar,no,yes,primary,-186.0
35.0,management,no,yes,primary,88.0
42.0,management,no,no,tertiary,143.0
37.0,blue-collar,yes,no,secondary,1169.0
44.0,services,yes,no,secondary,1160.0
41.0,management,no,no,tertiary,24.0
39.0,blue-collar,yes,no,secondary,100.0
29.0,blue-collar,yes,no,secondary,267.0
34.0,technician,no,no,tertiary,198.0
37.0,blue-collar,yes,no,secondary,219.0
39.0,admin.,yes,no,secondary,276.0
36.0,self-employed,no,no,tertiary,551.0
35.0,blue-collar,yes,no,secondary,201.0
47.0,entrepreneur,yes,no,secondary,1375.0
33.0,management,no,no,tertiary,750.0
41.0,admin.,yes,no,secondary,237.0
43.0,self-employed,no,no,tertiary,10073.0
40.0,services,no,no,secondary,1441.0
31.0,management,no,no,tertiary,9505.0
48.0,admin.,no,no,secondary,3478.0
48.0,services,no,yes,secondary,199.0
26.0,blue-collar,no,no,primary,15.0
37.0,technician,yes,no,secondary,144.0
26.0,blue-collar,no,yes,primary,149.0
45.0,technician,yes,no,primary,12526.0
30.0,management,yes,no,tertiary,233.0
40.0,management,yes,no,tertiary,1362.0
77.0,retired,no,no,unknown,8914.0
22.0,blue-collar,no,no,primary,-217.0
50.0,blue-collar,yes,no,primary,585.0
38.0,blue-collar,yes,no,secondary,-52.0
44.0,self-employed,yes,no,secondary,265.0
45.0,technician,yes,no,secondary,1200.0
37.0,management,no,no,tertiary,2712.0
37.0,housemaid,yes,no,secondary,2040.0
51.0,blue-collar,no,no,secondary,-4.0
27.0,entrepreneur,yes,no,secondary,-389.0
27.0,blue-collar,no,no,secondary,46.0
39.0,blue-collar,yes,no,tertiary,1988.0
38.0,management,yes,no,tertiary,72.0
37.0,management,yes,no,tertiary,4238.0
45.0,technician,yes,no,secondary,7879.0
57.0,blue-collar,no,no,secondary,197.0
35.0,blue-collar,yes,no,secondary,-57.0
30.0,blue-collar,yes,no,secondary,2205.0
38.0,management,yes,yes,tertiary,426.0
22.0,services,yes,no,tertiary,126.0
36.0,blue-collar,yes,yes,secondary,541.0
36.0,services,no,yes,secondary,2112.0
38.0,blue-collar,yes,no,unknown,1183.0
38.0,management,yes,no,tertiary,351.0
48.0,admin.,yes,no,secondary,1357.0
50.0,management,yes,no,tertiary,733.0
50.0,admin.,no,no,secondary,58.0
37.0,admin.,no,no,secondary,1189.0
43.0,admin.,no,yes,secondary,14.0
36.0,blue-collar,yes,no,secondary,66.0
69.0,retired,no,no,primary,481.0
54.0,blue-collar,yes,no,unknown,1201.0
46.0,management,no,no,secondary,2899.0
28.0,blue-collar,yes,no,secondary,65.0
56.0,housemaid,yes,no,secondary,163.0
33.0,technician,no,no,secondary,4.0
39.0,technician,yes,no,secondary,4033.0
33.0,technician,yes,no,secondary,145.0
43.0,technician,no,no,secondary,875.0
40.0,blue-collar,no,no,primary,672.0
44.0,services,yes,no,secondary,540.0
20.0,student,no,no,unknown,103.0
39.0,unemployed,yes,no,secondary,75.0
36.0,management,no,no,tertiary,656.0
41.0,services,yes,no,secondary,1480.0
70.0,retired,no,no,tertiary,2812.0
34.0,entrepreneur,yes,yes,secondary,676.0
32.0,management,yes,no,tertiary,1495.0
78.0,retired,no,no,secondary,8303.0
42.0,blue-collar,yes,no,primary,223.0
46.0,management,yes,no,tertiary,606.0
44.0,self-employed,yes,no,primary,104.0
46.0,blue-collar,yes,no,secondary,99.0
37.0,technician,yes,yes,secondary,2468.0
65.0,technician,no,no,tertiary,830.0
31.0,blue-collar,yes,no,secondary,-593.0
37.0,blue-collar,yes,no,primary,991.0
48.0,management,no,yes,tertiary,3.0
37.0,management,no,no,tertiary,335.0
40.0,technician,no,no,tertiary,398.0
60.0,technician,no,no,secondary,915.0
41.0,blue-collar,yes,no,secondary,153.0
25.0,student,no,no,secondary,459.0
30.0,self-employed,no,no,unknown,1707.0
38.0,management,no,no,tertiary,664.0
44.0,admin.,no,yes,secondary,-148.0
55.0,blue-collar,yes,no,primary,351.0
32.0,management,yes,yes,tertiary,2384.0
57.0,retired,no,no,tertiary,1.0
54.0,services,no,yes,secondary,961.0
49.0,technician,yes,yes,secondary,-1547.0
47.0,housemaid,no,no,primary,106.0
31.0,admin.,no,no,secondary,125.0
47.0,services,no,no,secondary,1351.0
37.0,unemployed,yes,no,secondary,9.0
47.0,technician,no,no,secondary,0.0
30.0,management,no,no,tertiary,1125.0
44.0,blue-collar,yes,no,unknown,454.0
33.0,blue-collar,yes,no,secondary,724.0
54.0,retired,no,no,primary,2998.0
39.0,management,no,no,tertiary,-5.0
53.0,blue-collar,yes,no,primary,1090.0
33.0,blue-collar,yes,no,primary,999.0
41.0,blue-collar,no,no,primary,401.0
38.0,services,yes,no,secondary,736.0
29.0,management,yes,no,tertiary,268.0
47.0,management,yes,yes,secondary,721.0
51.0,entrepreneur,yes,yes,tertiary,1148.0
24.0,student,no,no,secondary,10972.0
29.0,services,yes,yes,secondary,263.0
33.0,blue-collar,no,no,secondary,-465.0
33.0,management,no,no,tertiary,877.0
42.0,blue-collar,no,no,secondary,107.0
38.0,technician,no,no,secondary,1453.0
43.0,management,no,no,tertiary,34.0
42.0,technician,no,no,secondary,420.0
35.0,admin.,yes,yes,secondary,407.0
45.0,blue-collar,yes,no,primary,552.0
46.0,services,yes,no,secondary,138.0
45.0,blue-collar,yes,no,secondary,3408.0
38.0,admin.,yes,yes,secondary,1566.0
45.0,unemployed,yes,no,secondary,-410.0
34.0,student,no,yes,secondary,61.0
50.0,blue-collar,yes,no,primary,1753.0
24.0,blue-collar,yes,no,secondary,954.0
41.0,blue-collar,yes,no,primary,60.0
43.0,blue-collar,yes,no,primary,368.0
47.0,blue-collar,yes,yes,primary,210.0
72.0,retired,no,no,primary,277.0
41.0,management,yes,no,tertiary,13.0
29.0,management,no,no,secondary,839.0
33.0,management,yes,no,tertiary,2308.0
48.0,housemaid,no,no,tertiary,992.0
51.0,blue-collar,no,no,primary,1062.0
37.0,services,no,no,tertiary,1357.0
39.0,blue-collar,yes,yes,primary,2077.0
34.0,technician,yes,no,tertiary,1252.0
50.0,management,no,no,tertiary,540.0
49.0,technician,no,no,secondary,143.0
26.0,admin.,no,yes,secondary,-7.0
23.0,blue-collar,yes,no,secondary,379.0
44.0,management,yes,no,secondary,129.0
39.0,services,yes,no,secondary,-389.0
21.0,blue-collar,yes,no,secondary,5140.0
33.0,student,no,no,unknown,1170.0
58.0,management,yes,yes,secondary,-864.0
30.0,management,no,no,tertiary,1616.0
30.0,services,yes,no,secondary,341.0
31.0,management,yes,no,tertiary,445.0
41.0,technician,yes,no,secondary,255.0
59.0,unemployed,yes,no,secondary,79.0
20.0,student,no,no,secondary,285.0
36.0,management,yes,no,tertiary,1056.0
45.0,management,yes,no,tertiary,1033.0
27.0,self-employed,yes,no,tertiary,239.0
43.0,blue-collar,yes,no,secondary,20.0
28.0,self-employed,yes,no,tertiary,973.0
29.0,technician,yes,no,secondary,246.0
34.0,technician,yes,no,tertiary,149.0
35.0,technician,yes,no,secondary,-329.0
47.0,entrepreneur,yes,no,unknown,2545.0
37.0,admin.,yes,no,secondary,2342.0
45.0,management,yes,no,tertiary,484.0
37.0,admin.,yes,no,secondary,502.0
59.0,retired,yes,no,primary,654.0
36.0,admin.,yes,no,secondary,69.0
32.0,blue-collar,yes,no,secondary,132.0
44.0,management,no,no,tertiary,2820.0
37.0,technician,yes,no,secondary,633.0
35.0,management,no,no,tertiary,4068.0
46.0,housemaid,yes,no,primary,297.0
41.0,admin.,yes,no,tertiary,995.0
24.0,admin.,no,no,secondary,118.0
47.0,entrepreneur,yes,yes,secondary,7902.0
52.0,management,yes,yes,tertiary,2.0
37.0,technician,yes,no,secondary,1007.0
30.0,services,yes,no,secondary,190.0
31.0,technician,yes,no,tertiary,635.0
57.0,self-employed,no,no,tertiary,2152.0
47.0,management,no,no,tertiary,20723.0
40.0,services,yes,no,secondary,11173.0
55.0,blue-collar,yes,no,primary,1941.0
29.0,housemaid,yes,no,tertiary,3182.0
43.0,admin.,yes,no,secondary,-546.0
46.0,unemployed,no,no,primary,757.0
24.0,technician,yes,yes,secondary,58.0
29.0,admin.,no,no,secondary,210.0
52.0,management,yes,no,secondary,2406.0
27.0,management,no,no,tertiary,-3.0
