customer_age,job_type,housing_loan,personal_loan,education,balance
24.0,blue-collar,yes,no,secondary,396.0
31.0,housemaid,no,no,tertiary,4.0
36.0,services,yes,no,secondary,304.0
48.0,blue-collar,yes,no,secondary,433.0
54.0,retired,yes,no,secondary,1003.0
38.0,blue-collar,no,no,unknown,110.0
49.0,management,yes,no,secondary,97.0
47.0,blue-collar,yes,no,primary,25.0
60.0,retired,no,no,secondary,816.0
31.0,admin.,yes,no,tertiary,239.0
27.0,unemployed,yes,no,secondary,-230.0
56.0,retired,no,no,secondary,918.0
35.0,entrepreneur,yes,no,secondary,832.0
31.0,blue-collar,yes,no,tertiary,453.0
65.0,retired,no,no,unknown,1844.0
51.0,housemaid,no,no,primary,237.0
58.0,housemaid,no,no,primary,3563.0
59.0,management,yes,no,tertiary,2846.0
39.0,technician,yes,no,primary,220.0
28.0,technician,no,no,tertiary,2788.0
26.0,blue-collar,yes,yes,primary,1102.0
57.0,services,no,no,secondary,86.0
45.0,entrepreneur,no,yes,secondary,780.0
41.0,technician,yes,yes,secondary,-116.0
50.0,technician,yes,yes,secondary,-43.0
38.0,blue-collar,no,yes,primary,517.0
29.0,student,no,no,secondary,-1.0
57.0,blue-collar,no,no,primary,495.0
28.0,management,yes,no,secondary,461.0
40.0,technician,yes,yes,secondary,608.0
46.0,technician,yes,no,secondary,1639.0
33.0,management,no,yes,tertiary,124.0
34.0,services,yes,no,secondary,-265.0
25.0,management,no,no,tertiary,896.0
36.0,blue-collar,yes,no,primary,7.0
33.0,blue-collar,yes,no,primary,1054.0
46.0,technician,yes,yes,tertiary,-1.0
46.0,self-employed,no,no,tertiary,133.0
43.0,blue-collar,yes,yes,unknown,346.0
46.0,management,no,no,tertiary,2353.0
26.0,admin.,yes,no,secondary,-100.0
52.0,technician,no,yes,secondary,278.0
54.0,admin.,yes,yes,secondary,2.0
57.0,admin.,no,no,secondary,3928.0
62.0,housemaid,no,no,primary,185.0
40.0,blue-collar,yes,no,secondary,1309.0
69.0,retired,no,no,unknown,714.0
75.0,retired,no,no,primary,10252.0
30.0,services,yes,no,secondary,40.0
28.0,management,no,no,tertiary,8627.0
76.0,retired,yes,no,tertiary,3812.0
30.0,management,no,no,tertiary,2017.0
37.0,blue-collar,yes,yes,primary,570.0
34.0,blue-collar,yes,no,primary,407.0
26.0,technician,yes,no,tertiary,0.0
57.0,admin.,no,no,secondary,16.0
52.0,blue-collar,yes,no,primary,1483.0
49.0,management,yes,yes,tertiary,-2.0
30.0,technician,no,no,secondary,-2.0
50.0,services,no,no,secondary,2068.0
35.0,management,yes,no,tertiary,94.0
48.0,admin.,yes,yes,secondary,1138.0
32.0,management,yes,no,secondary,4136.0
46.0,blue-collar,yes,no,primary,399.0
29.0,management,yes,no,tertiary,4.0
32.0,blue-collar,yes,no,secondary,3013.0
47.0,technician,no,no,secondary,50.0
33.0,technician,no,no,secondary,82.0
33.0,blue-collar,yes,no,secondary,551.0
33.0,admin.,yes,yes,secondary,0.0
46.0,services,yes,no,secondary,1761.0
33.0,management,yes,no,tertiary,4.0
33.0,blue-collar,yes,no,secondary,529.0
49.0,entrepreneur,no,yes,secondary,-798.0
29.0,technician,no,no,secondary,28.0
30.0,unemployed,no,no,secondary,527.0
45.0,admin.,yes,no,secondary,766.0
57.0,blue-collar,no,no,unknown,3567.0
32.0,blue-collar,yes,no,secondary,2664.0
50.0,entrepreneur,no,no,tertiary,760.0
37.0,technician,yes,no,secondary,1124.0
43.0,admin.,yes,no,secondary,3161.0
33.0,technician,yes,no,secondary,308.0
51.0,retired,yes,no,tertiary,71.0
40.0,blue-collar,yes,no,secondary,1046.0
32.0,admin.,no,no,secondary,2.0
33.0,self-employed,yes,no,secondary,946.0
44.0,admin.,yes,yes,secondary,137.0
32.0,blue-collar,yes,no,secondary,1257.0
38.0,admin.,yes,no,secondary,39.0
27.0,management,yes,no,tertiary,1563.0
34.0,technician,yes,no,secondary,904.0
32.0,management,no,no,tertiary,5439.0
49.0,management,yes,no,tertiary,336.0
50.0,blue-collar,no,no,secondary,-250.0
53.0,blue-collar,no,no,secondary,-2.0
47.0,self-employed,yes,no,primary,575.0
41.0,management,yes,no,secondary,-477.0
39.0,services,yes,yes,secondary,195.0
51.0,services,no,no,secondary,1128.0
46.0,self-employed,no,yes,secondary,1.0
27.0,technician,yes,no,secondary,157.0
32.0,blue-collar,yes,yes,secondary,6411.0
25.0,student,no,no,secondary,315.0
56.0,retired,no,no,unknown,913.0
46.0,unemployed,yes,no,secondary,3357.0
44.0,technician,no,no,secondary,189.0
35.0,technician,yes,no,tertiary,3.0
54.0,services,yes,yes,secondary,187.0
31.0,management,no,no,secondary,38.0
34.0,management,yes,no,tertiary,1387.0
35.0,technician,no,no,tertiary,122.0
36.0,management,yes,no,tertiary,1039.0
53.0,blue-collar,no,no,secondary,382.0
32.0,admin.,no,no,secondary,529.0
33.0,blue-collar,yes,no,secondary,140.0
45.0,entrepreneur,no,no,tertiary,116.0
39.0,admin.,no,no,secondary,4027.0
33.0,management,no,no,tertiary,492.0
39.0,technician,no,yes,secondary,-1.0
45.0,blue-collar,no,yes,secondary,292.0
52.0,unemployed,no,no,primary,421.0
60.0,unknown,no,no,unknown,3939.0
46.0,blue-collar,yes,no,secondary,1729.0
41.0,management,yes,yes,tertiary,-3.0
44.0,management,no,no,tertiary,4.0
29.0,blue-collar,yes,no,secondary,48.0
53.0,admin.,yes,yes,secondary,875.0
34.0,self-employed,yes,no,tertiary,660.0
59.0,management,no,no,tertiary,2761.0
56.0,retired,no,no,secondary,481.0
41.0,housemaid,no,no,primary,2425.0
28.0,admin.,yes,no,tertiary,564.0
52.0,technician,no,no,secondary,116.0
49.0,blue-collar,yes,no,unknown,1880.0
38.0,admin.,yes,no,secondary,200.0
41.0,management,yes,no,tertiary,408.0
30.0,admin.,no,no,secondary,1.0
29.0,services,no,yes,secondary,4.0
38.0,management,yes,no,tertiary,367.0
59.0,entrepreneur,no,no,secondary,9897.0
38.0,blue-collar,yes,no,primary,1760.0
79.0,retired,no,no,secondary,1204.0
43.0,management,no,no,tertiary,2987.0
30.0,admin.,yes,no,secondary,525.0
44.0,services,no,no,secondary,-170.0
27.0,blue-collar,no,no,secondary,485.0
20.0,student,no,no,primary,3475.0
27.0,management,yes,no,tertiary,184.0
31.0,management,no,yes,tertiary,-4.0
27.0,technician,no,no,secondary,824.0
59.0,retired,no,no,secondary,602.0
35.0,management,no,no,tertiary,2030.0
43.0,management,no,yes,tertiary,2454.0
51.0,retired,no,no,secondary,418.0
73.0,unknown,no,no,unknown,1165.0
35.0,management,yes,no,tertiary,107.0
49.0,entrepreneur,yes,no,secondary,683.0
39.0,admin.,no,no,secondary,323.0
46.0,services,no,no,secondary,1385.0
30.0,unemployed,yes,no,tertiary,3.0
47.0,technician,yes,no,secondary,-314.0
35.0,blue-collar,yes,no,secondary,8037.0
50.0,technician,no,no,secondary,3.0
32.0,services,yes,yes,tertiary,8.0
61.0,unknown,no,no,unknown,2278.0
25.0,technician,yes,yes,secondary,244.0
37.0,technician,no,no,secondary,1157.0
40.0,blue-collar,yes,no,primary,2270.0
40.0,technician,yes,no,tertiary,4337.0
48.0,technician,yes,yes,secondary,-354.0
55.0,technician,no,yes,secondary,528.0
36.0,management,yes,no,secondary,18.0
33.0,technician,no,no,secondary,1130.0
52.0,blue-collar,no,no,unknown,55.0
76.0,retired,no,no,primary,3322.0
59.0,admin.,yes,no,primary,176.0
45.0,management,no,no,tertiary,99.0
33.0,unemployed,yes,no,secondary,212.0
42.0,blue-collar,yes,no,primary,1300.0
48.0,admin.,no,no,unknown,2272.0
44.0,admin.,no,no,secondary,509.0
34.0,management,yes,yes,secondary,2415.0
29.0,admin.,yes,no,secondary,350.0
34.0,technician,no,no,tertiary,-4.0
47.0,technician,no,no,tertiary,3.0
54.0,retired,no,no,secondary,277.0
30.0,blue-collar,yes,no,secondary,6977.0
54.0,blue-collar,yes,no,primary,432.0
39.0,unemployed,yes,no,secondary,928.0
26.0,management,yes,no,tertiary,53.0
27.0,technician,no,no,tertiary,2324.0
56.0,blue-collar,no,no,secondary,447.0
27.0,admin.,no,no,tertiary,4733.0
47.0,blue-collar,yes,no,primary,766.0
45.0,blue-collar,yes,yes,secondary,154.0
41.0,blue-collar,no,yes,primary,69.0
51.0,unemployed,no,no,secondary,50.0
26.0,management,no,yes,tertiary,325.0
45.0,blue-collar,yes,yes,secondary,681.0
43.0,blue-collar,yes,yes,primary,138.0
41.0,management,yes,no,tertiary,4353.0
40.0,self-employed,yes,yes,secondary,165.0
32.0,blue-collar,yes,no,primary,2878.0
26.0,student,no,no,tertiary,167.0
35.0,management,no,no,tertiary,4.0
66.0,retired,no,no,unknown,675.0
45.0,entrepreneur,yes,no,secondary,891.0
21.0,student,no,no,primary,280.0
54.0,housemaid,yes,no,primary,2255.0
58.0,retired,no,no,tertiary,3.0
40.0,management,yes,no,secondary,-106.0
29.0,blue-collar,no,no,secondary,185.0
43.0,technician,yes,no,secondary,289.0
58.0,housemaid,no,no,primary,868.0
43.0,management,yes,no,tertiary,-4.0
25.0,technician,yes,no,secondary,-1.0
55.0,retired,no,no,secondary,162.0
51.0,housemaid,yes,no,secondary,-76.0
26.0,admin.,yes,no,secondary,4.0
47.0,admin.,no,no,secondary,2227.0
35.0,self-employed,no,no,secondary,596.0
28.0,management,no,no,secondary,40.0
43.0,entrepreneur,yes,no,tertiary,3.0
28.0,self-employed,yes,no,tertiary,121.0
43.0,housemaid,no,no,primary,3.0
36.0,blue-collar,yes,no,secondary,167.0
37.0,management,yes,no,tertiary,533.0
33.0,admin.,no,no,secondary,357.0
38.0,management,yes,yes,tertiary,4569.0
43.0,blue-collar,no,yes,primary,946.0
48.0,technician,yes,no,unknown,2109.0
51.0,blue-collar,no,yes,secondary,10610.0
34.0,technician,no,no,secondary,1242.0
34.0,blue-collar,yes,yes,primary,48.0
36.0,technician,yes,yes,tertiary,286.0
34.0,management,yes,no,tertiary,188.0
31.0,blue-collar,yes,no,secondary,783.0
56.0,housemaid,yes,yes,primary,500.0
73.0,retired,no,no,secondary,2848.0
37.0,services,yes,no,secondary,949.0
35.0,technician,no,no,secondary,2.0
45.0,unemployed,yes,no,unknown,11297.0
49.0,management,no,yes,tertiary,3048.0
46.0,services,yes,no,secondary,459.0
35.0,blue-collar,yes,no,secondary,529.0
41.0,management,no,no,secondary,165.0
37.0,technician,no,no,secondary,244.0
31.0,blue-collar,yes,no,secondary,234.0
31.0,services,yes,no,secondary,520.0
49.0,management,yes,no,tertiary,729.0
51.0,entrepreneur,no,no,secondary,302.0
30.0,admin.,yes,no,secondary,-27.0
45.0,management,yes,no,tertiary,-204.0
41.0,technician,yes,no,secondary,55.0
45.0,blue-collar,no,no,secondary,5060.0
57.0,retired,yes,no,tertiary,80.0
25.0,services,yes,no,secondary,127.0
31.0,services,yes,yes,secondary,253.0
31.0,technician,yes,no,secondary,198.0
40.0,management,yes,no,tertiary,121.0
55.0,services,no,yes,secondary,15.0
30.0,blue-collar,yes,no,secondary,214.0
35.0,management,no,no,secondary,289.0
50.0,management,no,no,tertiary,798.0
45.0,services,yes,no,secondary,-469.0
36.0,management,yes,no,tertiary,0.0
31.0,blue-collar,yes,no,secondary,717.0
48.0,self-employed,no,no,tertiary,2140.0
31.0,services,no,no,secondary,6852.0
46.0,admin.,no,no,secondary,3679.0
34.0,blue-collar,yes,no,primary,47.0
50.0,entrepreneur,yes,no,primary,431.0
42.0,blue-collar,yes,no,primary,660.0
31.0,technician,no,no,secondary,132.0
47.0,technician,yes,yes,secondary,1.0
30.0,technician,yes,no,tertiary,-766.0
40.0,admin.,yes,no,secondary,270.0
43.0,services,no,no,secondary,2881.0
40.0,admin.,no,no,secondary,52.0
42.0,housemaid,no,no,primary,44.0
32.0,blue-collar,no,no,primary,-281.0
25.0,blue-collar,yes,no,secondary,4.0
53.0,blue-collar,no,yes,primary,116.0
43.0,blue-collar,yes,no,primary,694.0
32.0,blue-collar,no,no,tertiary,1828.0
38.0,blue-collar,yes,no,primary,3.0
37.0,management,yes,no,tertiary,3.0
51.0,technician,no,yes,secondary,-1.0
36.0,entrepreneur,yes,no,secondary,322.0
45.0,blue-collar,no,no,primary,6397.0
48.0,housemaid,yes,no,tertiary,369.0
27.0,self-employed,no,no,secondary,52.0
33.0,technician,no,no,tertiary,34.0
40.0,technician,no,no,tertiary,100.0
49.0,technician,yes,yes,secondary,-53.0
73.0,retired,no,no,tertiary,1742.0
25.0,unemployed,no,no,secondary,3274.0
34.0,management,yes,no,tertiary,412.0
36.0,management,no,yes,tertiary,8118.0
50.0,management,no,no,tertiary,503.0
25.0,student,no,no,secondary,1611.0
37.0,services,no,no,secondary,771.0
55.0,management,no,no,tertiary,37180.0
62.0,management,no,no,tertiary,0.0
47.0,management,yes,no,tertiary,-630.0
43.0,admin.,yes,no,secondary,878.0
43.0,admin.,yes,no,secondary,144.0
26.0,services,yes,no,secondary,434.0
56.0,blue-collar,yes,yes,secondary,5934.0
27.0,technician,no,no,secondary,955.0
49.0,blue-collar,yes,no,primary,55.0
28.0,student,no,no,secondary,3753.0
57.0,services,yes,no,unknown,1213.0
34.0,admin.,no,no,tertiary,190.0
28.0,management,yes,yes,tertiary,1723.0
25.0,technician,yes,no,secondary,47.0
27.0,services,no,no,secondary,797.0
44.0,blue-collar,no,no,unknown,2904.0
54.0,management,yes,yes,secondary,-1.0
42.0,blue-collar,yes,no,primary,4.0
41.0,entrepreneur,yes,yes,secondary,-484.0
30.0,management,no,no,tertiary,498.0
47.0,blue-collar,yes,yes,primary,1797.0
43.0,management,no,no,tertiary,-3.0
33.0,technician,no,no,secondary,658.0
40.0,blue-collar,yes,no,primary,1584.0
30.0,blue-collar,yes,yes,secondary,-329.0
27.0,technician,no,yes,secondary,3522.0
31.0,management,no,no,tertiary,324.0
46.0,management,no,no,tertiary,909.0
35.0,blue-collar,no,no,tertiary,1345.0
61.0,technician,yes,no,secondary,2.0
39.0,management,yes,no,tertiary,1097.0
33.0,blue-collar,yes,no,secondary,515.0
52.0,admin.,no,no,secondary,1960.0
46.0,blue-collar,yes,no,primary,234.0
49.0,blue-collar,yes,no,secondary,710.0
38.0,management,yes,no,tertiary,591.0
61.0,retired,no,no,primary,12068.0
37.0,management,yes,no,tertiary,1602.0
46.0,blue-collar,no,no,unknown,388.0
32.0,admin.,no,no,secondary,373.0
42.0,blue-collar,yes,yes,secondary,424.0
48.0,blue-collar,yes,no,primary,2638.0
42.0,entrepreneur,yes,no,tertiary,-1.0
42.0,services,yes,no,secondary,0.0
29.0,admin.,yes,no,secondary,30.0
44.0,self-employed,no,no,tertiary,3.0
37.0,management,yes,no,tertiary,904.0
37.0,blue-collar,yes,no,primary,769.0
36.0,management,yes,no,tertiary,-295.0
55.0,admin.,no,yes,secondary,581.0
47.0,admin.,yes,no,secondary,1437.0
47.0,services,yes,no,secondary,508.0
43.0,admin.,yes,no,secondary,1070.0
39.0,entrepreneur,no,no,primary,-2.0
35.0,technician,no,no,secondary,437.0
33.0,admin.,yes,no,secondary,1291.0
54.0,technician,no,no,secondary,-3.0
28.0,blue-collar,yes,no,secondary,324.0
55.0,technician,no,no,secondary,6043.0
44.0,blue-collar,yes,no,primary,4580.0
38.0,management,yes,no,secondary,1076.0
45.0,blue-collar,yes,no,primary,293.0
31.0,technician,no,no,tertiary,656.0
36.0,management,yes,no,tertiary,1432.0
52.0,admin.,yes,no,secondary,1646.0
41.0,technician,yes,no,tertiary,1160.0
36.0,management,no,no,tertiary,-5.0
39.0,blue-collar,no,yes,primary,666.0
47.0,management,no,no,secondary,1600.0
28.0,services,yes,no,secondary,3791.0
46.0,blue-collar,yes,no,secondary,3672.0
32.0,blue-collar,yes,no,secondary,609.0
29.0,technician,no,no,tertiary,1217.0
31.0,admin.,yes,no,secondary,497.0
32.0,management,no,no,tertiary,56.0
41.0,technician,yes,no,secondary,714.0
57.0,retired,no,no,primary,5.0
44.0,blue-collar,yes,no,primary,3062.0
22.0,services,yes,yes,primary,520.0
38.0,blue-collar,no,no,secondary,324.0
43.0,management,yes,no,tertiary,-3.0
42.0,blue-collar,no,no,secondary,980.0
46.0,entrepreneur,yes,yes,tertiary,73.0
50.0,entrepreneur,yes,no,tertiary,5251.0
32.0,admin.,no,no,tertiary,214.0
25.0,student,no,no,secondary,608.0
47.0,admin.,yes,no,secondary,372.0
52.0,blue-collar,no,no,secondary,4691.0
43.0,blue-collar,no,yes,secondary,-706.0
41.0,management,no,no,tertiary,-4.0
27.0,management,no,no,tertiary,1392.0
60.0,blue-collar,yes,no,secondary,341.0
38.0,blue-collar,yes,no,secondary,1911.0
48.0,management,no,no,secondary,4910.0
55.0,management,no,no,secondary,2690.0
43.0,technician,no,yes,secondary,157.0
44.0,retired,yes,no,secondary,181.0
37.0,management,no,no,tertiary,11265.0
31.0,services,yes,no,secondary,124.0
34.0,blue-collar,yes,no,primary,1161.0
32.0,technician,yes,yes,tertiary,987.0
54.0,unemployed,no,no,secondary,1677.0
33.0,services,yes,yes,secondary,29.0
37.0,technician,no,no,secondary,-28.0
48.0,services,no,yes,secondary,959.0
59.0,housemaid,no,no,tertiary,444.0
30.0,management,yes,no,tertiary,4334.0
38.0,blue-collar,no,no,primary,8254.0
38.0,management,no,no,tertiary,30.0
59.0,retired,no,no,secondary,4247.0
30.0,technician,no,no,secondary,112.0
41.0,technician,yes,no,secondary,293.0
51.0,management,yes,no,tertiary,-808.0
56.0,management,no,no,tertiary,1530.0
40.0,management,yes,no,tertiary,-1.0
36.0,services,yes,no,secondary,1064.0
37.0,admin.,yes,no,secondary,10.0
45.0,management,yes,no,tertiary,2062.0
40.0,services,yes,yes,secondary,145.0
28.0,blue-collar,yes,no,secondary,-469.0
37.0,self-employed,yes,no,secondary,-56.0
61.0,management,yes,no,tertiary,2586.0
40.0,blue-collar,yes,no,secondary,0.0
50.0,blue-collar,no,no,primary,237.0
46.0,admin.,no,no,secondary,-209.0
50.0,technician,no,no,secondary,594.0
38.0,unemployed,no,no,tertiary,-1.0
52.0,technician,yes,no,secondary,244.0
39.0,services,yes,yes,secondary,4.0
53.0,technician,yes,yes,tertiary,655.0
50.0,management,no,yes,tertiary,1458.0
29.0,management,yes,no,tertiary,4.0
37.0,technician,no,no,secondary,-240.0
27.0,blue-collar,yes,no,secondary,62.0
76.0,retired,no,no,primary,4283.0
25.0,technician,no,no,secondary,-435.0
40.0,services,yes,yes,secondary,-673.0
45.0,technician,no,no,secondary,-4.0
38.0,technician,no,no,secondary,8380.0
32.0,unknown,no,no,secondary,5.0
35.0,blue-collar,yes,no,secondary,122.0
32.0,management,yes,no,primary,4892.0
34.0,technician,no,no,tertiary,117.0
52.0,management,no,no,tertiary,2817.0
33.0,blue-collar,yes,no,primary,255.0
35.0,management,no,no,tertiary,-1.0
53.0,technician,no,no,secondary,2558.0
61.0,management,no,yes,tertiary,844.0
54.0,management,no,no,tertiary,3245.0
43.0,management,yes,no,primary,860.0
33.0,technician,no,no,secondary,34.0
33.0,blue-collar,yes,no,secondary,494.0
41.0,admin.,yes,yes,secondary,207.0
41.0,management,no,no,tertiary,227.0
22.0,technician,yes,no,tertiary,468.0
27.0,blue-collar,yes,no,primary,410.0
29.0,management,yes,no,tertiary,-2.0
32.0,self-employed,no,no,tertiary,91.0
31.0,self-employed,yes,no,tertiary,214.0
52.0,housemaid,no,no,primary,359.0
35.0,management,no,no,tertiary,15299.0
38.0,blue-collar,yes,yes,secondary,1160.0
45.0,technician,no,no,secondary,-418.0
53.0,self-employed,no,yes,primary,2128.0
57.0,management,yes,no,tertiary,4269.0
32.0,admin.,yes,no,secondary,0.0
52.0,technician,yes,no,secondary,-1.0
33.0,blue-collar,no,no,secondary,-4.0
24.0,technician,yes,no,tertiary,2209.0
31.0,technician,no,no,unknown,182.0
52.0,technician,yes,no,secondary,2748.0
46.0,management,no,no,tertiary,463.0
21.0,student,no,no,secondary,921.0
39.0,self-employed,no,no,tertiary,3762.0
45.0,management,no,yes,secondary,490.0
71.0,retired,no,no,tertiary,3890.0
43.0,entrepreneur,no,no,tertiary,229.0
48.0,blue-collar,yes,no,secondary,16.0
33.0,entrepreneur,yes,yes,primary,2336.0
41.0,management,yes,yes,primary,464.0
34.0,management,yes,no,tertiary,11797.0
24.0,technician,no,no,secondary,3378.0
43.0,blue-collar,yes,no,primary,3722.0
31.0,blue-collar,yes,no,secondary,85.0
52.0,unemployed,no,no,tertiary,-3.0
40.0,management,yes,yes,primary,105.0
28.0,admin.,yes,no,secondary,712.0
33.0,technician,yes,no,tertiary,2254.0
45.0,blue-collar,yes,no,secondary,1083.0
32.0,technician,yes,no,secondary,1354.0
55.0,services,no,no,secondary,3601.0
33.0,technician,no,no,secondary,804.0
22.0,student,no,no,secondary,490.0
33.0,management,yes,no,tertiary,361.0
40.0,retired,yes,no,secondary,524.0
40.0,entrepreneur,no,yes,tertiary,-81.0
38.0,management,no,yes,tertiary,-971.0
40.0,housemaid,no,no,secondary,300.0
18.0,student,yes,no,secondary,227.0
58.0,services,yes,no,secondary,8263.0
50.0,blue-collar,no,no,secondary,-163.0
33.0,admin.,no,no,secondary,299.0
32.0,management,yes,no,tertiary,1677.0
37.0,blue-collar,yes,no,primary,5647.0
35.0,self-employed,no,yes,secondary,128.0
60.0,unknown,no,no,unknown,2439.0
38.0,admin.,yes,no,secondary,32.0
50.0,management,yes,no,primary,-3.0
35.0,services,no,no,secondary,2912.0
31.0,technician,yes,no,tertiary,1325.0
50.0,services,yes,no,secondary,617.0
44.0,self-employed,no,no,tertiary,3298.0
46.0,technician,no,no,secondary,303.0
35.0,management,yes,no,tertiary,0.0
34.0,technician,yes,no,secondary,2142.0
33.0,management,yes,no,tertiary,515.0
41.0,blue-collar,yes,no,primary,-25.0
51.0,blue-collar,no,yes,primary,7.0
33.0,technician,no,no,secondary,266.0
51.0,technician,yes,yes,tertiary,197.0
49.0,blue-collar,yes,no,primary,214.0
59.0,entrepreneur,yes,no,secondary,78.0
25.0,blue-collar,yes,yes,secondary,674.0
45.0,blue-collar,no,no,primary,917.0
30.0,student,no,no,unknown,7584.0
41.0,management,yes,yes,tertiary,377.0
56.0,retired,no,no,tertiary,51.0
37.0,management,no,no,tertiary,430.0
39.0,technician,yes,no,secondary,696.0
30.0,management,yes,yes,secondary,-451.0
47.0,unknown,no,no,unknown,1818.0
23.0,student,yes,no,secondary,281.0
29.0,services,yes,no,secondary,441.0
34.0,management,yes,no,tertiary,81.0
61.0,blue-collar,no,no,primary,114.0
38.0,admin.,yes,yes,secondary,2.0
28.0,technician,no,no,secondary,166.0
45.0,blue-collar,no,no,secondary,1720.0
28.0,admin.,no,no,tertiary,242.0
38.0,management,no,no,tertiary,7780.0
57.0,self-employed,no,yes,secondary,65.0
59.0,technician,no,no,tertiary,-1.0
38.0,admin.,yes,no,unknown,9113.0
30.0,technician,yes,no,primary,2729.0
48.0,blue-collar,no,no,secondary,548.0
35.0,admin.,yes,no,secondary,2374.0
31.0,blue-collar,yes,yes,secondary,1.0
32.0,blue-collar,no,no,primary,4323.0
35.0,blue-collar,yes,yes,secondary,-78.0
49.0,blue-collar,no,no,secondary,-42.0
36.0,technician,yes,no,secondary,4.0
31.0,technician,yes,no,tertiary,8044.0
51.0,technician,yes,no,secondary,3.0
35.0,admin.,no,no,secondary,6549.0
55.0,blue-collar,yes,no,unknown,-100.0
30.0,management,no,no,tertiary,153.0
54.0,blue-collar,no,no,unknown,2507.0
47.0,blue-collar,yes,no,primary,611.0
40.0,management,yes,yes,tertiary,-465.0
40.0,blue-collar,no,no,secondary,19.0
53.0,technician,no,no,tertiary,4456.0
23.0,technician,yes,no,secondary,859.0
40.0,blue-collar,yes,no,primary,497.0
52.0,housemaid,yes,no,secondary,127.0
41.0,management,yes,no,tertiary,63.0
41.0,admin.,no,yes,secondary,255.0
55.0,retired,no,no,secondary,2764.0
37.0,management,yes,no,tertiary,431.0
40.0,blue-collar,no,yes,secondary,3.0
57.0,technician,no,no,secondary,-1.0
31.0,blue-collar,yes,no,secondary,3513.0
34.0,blue-collar,yes,no,secondary,699.0
40.0,services,no,no,secondary,20932.0
18.0,blue-collar,no,no,secondary,2261.0
34.0,blue-collar,yes,no,secondary,-3.0
39.0,blue-collar,no,no,unknown,4685.0
35.0,management,yes,no,tertiary,-41.0
37.0,housemaid,no,no,secondary,72.0
27.0,management,no,yes,tertiary,5263.0
42.0,blue-collar,yes,no,primary,300.0
35.0,blue-collar,yes,no,secondary,107.0
33.0,technician,no,no,tertiary,-1.0
39.0,self-employed,no,no,secondary,-5.0
50.0,services,yes,no,primary,1.0
52.0,self-employed,no,no,tertiary,2231.0
38.0,management,yes,no,tertiary,280.0
81.0,retired,no,no,secondary,93.0
38.0,admin.,yes,no,tertiary,3.0
35.0,management,yes,yes,tertiary,544.0
27.0,admin.,yes,no,secondary,223.0
44.0,unknown,no,no,secondary,75.0
27.0,student,no,no,secondary,487.0
55.0,management,no,no,tertiary,612.0
29.0,technician,no,no,tertiary,26.0
49.0,self-employed,no,yes,secondary,419.0
46.0,blue-collar,yes,no,secondary,383.0
39.0,management,no,yes,tertiary,-64.0
39.0,management,no,no,secondary,-2.0
22.0,technician,no,no,secondary,1299.0
30.0,management,no,no,tertiary,347.0
35.0,admin.,yes,no,primary,413.0
25.0,blue-collar,yes,yes,secondary,408.0
26.0,student,no,no,tertiary,8.0
47.0,blue-collar,yes,no,primary,2585.0
52.0,blue-collar,yes,no,secondary,-76.0
38.0,blue-collar,yes,no,primary,663.0
36.0,blue-collar,yes,yes,secondary,542.0
53.0,blue-collar,no,no,secondary,3006.0
57.0,retired,no,no,secondary,1721.0
50.0,blue-collar,yes,yes,secondary,207.0
33.0,admin.,no,no,tertiary,692.0
43.0,technician,yes,no,tertiary,-379.0
28.0,management,no,no,tertiary,3387.0
36.0,technician,yes,no,secondary,1179.0
54.0,management,no,yes,secondary,2154.0
56.0,blue-collar,no,no,primary,-544.0
35.0,management,no,no,tertiary,8826.0
37.0,management,yes,no,tertiary,659.0
22.0,blue-collar,yes,no,secondary,1382.0
51.0,management,no,no,tertiary,0.0
29.0,unemployed,no,no,secondary,75.0
47.0,services,yes,no,primary,397.0
30.0,unemployed,no,no,secondary,1172.0
45.0,admin.,no,yes,secondary,3.0
50.0,unemployed,yes,no,tertiary,1629.0
34.0,blue-collar,yes,no,secondary,269.0
27.0,unemployed,no,no,secondary,1059.0
34.0,services,no,no,secondary,1074.0
39.0,technician,no,no,tertiary,-220.0
41.0,housemaid,no,no,secondary,111.0
33.0,self-employed,yes,no,tertiary,186.0
37.0,technician,yes,no,secondary,668.0
37.0,blue-collar,yes,no,secondary,874.0
52.0,management,yes,no,tertiary,3291.0
58.0,unemployed,yes,no,secondary,313.0
60.0,services,no,no,secondary,4430.0
56.0,services,no,yes,secondary,-24.0
38.0,technician,yes,no,secondary,695.0
40.0,housemaid,yes,no,primary,4903.0
52.0,entrepreneur,no,no,unknown,3402.0
25.0,student,no,no,tertiary,5742.0
31.0,technician,yes,no,secondary,4.0
26.0,technician,yes,no,unknown,-1.0
47.0,management,no,no,tertiary,626.0
58.0,management,yes,yes,tertiary,831.0
36.0,admin.,yes,no,secondary,1410.0
26.0,admin.,yes,no,secondary,894.0
46.0,self-employed,no,no,secondary,309.0
38.0,admin.,yes,no,secondary,-811.0
34.0,management,yes,no,tertiary,4.0
57.0,blue-collar,yes,no,primary,5187.0
74.0,retired,no,no,secondary,291.0
36.0,admin.,yes,no,secondary,190.0
35.0,blue-collar,yes,no,unknown,720.0
42.0,management,yes,no,tertiary,174.0
49.0,admin.,yes,no,secondary,1253.0
56.0,retired,no,no,secondary,-373.0
50.0,management,yes,no,secondary,1922.0
42.0,self-employed,yes,yes,secondary,76.0
